Program.Unique.ID,Univesity.Name,Program.Name,University.type,Area,Grade,Program.type,State,Program.score
"134,3",UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,PLANEJAMENTO E GOVERNANÇA PÚBLICA,PÚBLICA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,PROFISSIONAL,PR,4
"134,4",UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,ENSINO DE CIÊNCIA E TECNOLOGIA,PÚBLICA,ENSINO,DOUTORADO,ACADÊMICO,PR,4
"135,1",UNIVERSIDADE ESTADUAL DE PONTA GROSSA,QUÍMICA,PÚBLICA,QUÍMICA,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"135,2",UNIVERSIDADE ESTADUAL DE PONTA GROSSA,CIÊNCIAS SOCIAIS APLICADAS,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,1",UNIVERSIDADE ESTADUAL DE MARINGÁ,CIÊNCIAS CONTÁBEIS,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,PR,3
"136,2",UNIVERSIDADE ESTADUAL DE MARINGÁ,ODONTOLOGIA INTEGRADA,PÚBLICA,ODONTOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,3",UNIVERSIDADE ESTADUAL DE MARINGÁ,MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"136,4",UNIVERSIDADE ESTADUAL DE MARINGÁ,ENGENHARIA CIVIL,PÚBLICA,ENGENHARIAS I,MESTRADO,ACADÊMICO,PR,3
"136,5",UNIVERSIDADE ESTADUAL DE MARINGÁ,ENGENHARIA MECÂNICA,PÚBLICA,ENGENHARIAS III,MESTRADO,ACADÊMICO,PR,3
"136,6",UNIVERSIDADE ESTADUAL DE MARINGÁ,ECOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,PR,6
"136,7",UNIVERSIDADE ESTADUAL DE MARINGÁ,ARQUITETURA E URBANISMO,PÚBLICA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,8",UNIVERSIDADE ESTADUAL DE MARINGÁ,PSICOLOGIA,PÚBLICA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,9",UNIVERSIDADE ESTADUAL DE MARINGÁ,BIOLOGIA COMPARADA,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,1",UNIVERSIDADE ESTADUAL DE MARINGÁ,PRODUÇÃO SUSTENTÁVEL E SAÚDE ANIMAL,PÚBLICA,MEDICINA VETERINÁRIA,MESTRADO,ACADÊMICO,PR,3
"136,11",UNIVERSIDADE ESTADUAL DE MARINGÁ,AGRONOMIA,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,PR,6
"136,12",UNIVERSIDADE ESTADUAL DE MARINGÁ,CIÊNCIA DA COMPUTAÇÃO,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,13",UNIVERSIDADE ESTADUAL DE MARINGÁ,ECONOMIA,PÚBLICA,ECONOMIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,14",UNIVERSIDADE ESTADUAL DE MARINGÁ,ADMINISTRAÇÃO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"136,15",UNIVERSIDADE ESTADUAL DE MARINGÁ,CIÊNCIAS DA SAÚDE,PÚBLICA,MEDICINA II,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"136,16",UNIVERSIDADE ESTADUAL DE MARINGÁ,ENGENHARIA URBANA,PÚBLICA,ENGENHARIAS I,MESTRADO,ACADÊMICO,PR,3
"137,1",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,FILOSOFIA,PRIVADA,FILOSOFIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"137,2",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,ENGENHARIA DE PRODUÇÃO E SISTEMAS,PRIVADA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"137,3",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,ENGENHARIA MECÂNICA,PRIVADA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,PR,6
"137,4",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,GESTÃO DE COOPERATIVAS,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,PR,4
"137,5",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,BIOÉTICA,PRIVADA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,PR,3
"137,6",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,TECNOLOGIA EM SAÚDE,PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"137,7",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,GESTÃO URBANA,PRIVADA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"138,1",UNIVERSIDADE ESTADUAL DE LONDRINA,ADMINISTRAÇÃO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,PR,3
"138,2",UNIVERSIDADE ESTADUAL DE LONDRINA,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"138,3",UNIVERSIDADE ESTADUAL DE LONDRINA,EDUCAÇÃO,PÚBLICA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"138,4",UNIVERSIDADE ESTADUAL DE LONDRINA,BIOTECNOLOGIA,PÚBLICA,BIOTECNOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"138,5",UNIVERSIDADE ESTADUAL DE LONDRINA,AGRONOMIA,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"138,6",UNIVERSIDADE ESTADUAL DE LONDRINA,ENGENHARIA CIVIL,PÚBLICA,ENGENHARIAS I,MESTRADO/DOUTORADO,ACADÊMICO,PR,3
"138,7",UNIVERSIDADE ESTADUAL DE LONDRINA,ENFERMAGEM,PÚBLICA,ENFERMAGEM,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"138,8",UNIVERSIDADE ESTADUAL DE LONDRINA,CIÊNCIAS DA SAÚDE,PÚBLICA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"138,9",UNIVERSIDADE ESTADUAL DE LONDRINA,QUÍMICA - UEL - UNICENTRO - UEPG,PÚBLICA,QUÍMICA,DOUTORADO,ACADÊMICO,PR,4
"138,1",UNIVERSIDADE ESTADUAL DE LONDRINA,SERVIÇO SOCIAL E POLÍTICA SOCIAL,PÚBLICA,SERVIÇO SOCIAL,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"138,11",UNIVERSIDADE ESTADUAL DE LONDRINA,PSICOLOGIA,PÚBLICA,PSICOLOGIA,MESTRADO,ACADÊMICO,PR,3
"138,12",UNIVERSIDADE ESTADUAL DE LONDRINA,CLÍNICAS VETERINÁRIAS,PÚBLICA,MEDICINA VETERINÁRIA,MESTRADO PROFISSIONAL,PROFISSIONAL,PR,4
"138,13",UNIVERSIDADE ESTADUAL DE LONDRINA,MATEMÁTICA APLICADA E COMPUTACIONAL,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO,ACADÊMICO,PR,3
"138,14",UNIVERSIDADE ESTADUAL DE LONDRINA,CIÊNCIAS DE ALIMENTOS,PÚBLICA,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"138,15",UNIVERSIDADE ESTADUAL DE LONDRINA,GENÉTICA E BIOLOGIA MOLECULAR,PÚBLICA,CIÊNCIAS BIOLÓGICAS I,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"138,16",UNIVERSIDADE ESTADUAL DE LONDRINA,CIÊNCIA DA COMPUTAÇÃO,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO,ACADÊMICO,PR,3
"138,17",UNIVERSIDADE ESTADUAL DE LONDRINA,QUÍMICA,PÚBLICA,QUÍMICA,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"138,18",UNIVERSIDADE ESTADUAL DE LONDRINA,ECONOMIA REGIONAL,PÚBLICA,ECONOMIA,MESTRADO,ACADÊMICO,PR,3
"138,19",UNIVERSIDADE ESTADUAL DE LONDRINA,MICROBIOLOGIA,PÚBLICA,CIÊNCIAS BIOLÓGICAS III,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"139,1",UNIVERSIDADE FEDERAL DO PARANÁ,POLÍTICAS PÚBLICAS,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,2",UNIVERSIDADE FEDERAL DO PARANÁ,ENGENHARIA QUÍMICA,PÚBLICA,ENGENHARIAS II,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,3",UNIVERSIDADE FEDERAL DO PARANÁ,EDUCAÇÃO EM CIÊNCIAS E EM MATEMÁTICA,PÚBLICA,ENSINO,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,4",UNIVERSIDADE FEDERAL DO PARANÁ,ECONOMIA,PÚBLICA,ECONOMIA,MESTRADO PROFISSIONAL,PROFISSIONAL,PR,4
"139,5",UNIVERSIDADE FEDERAL DO PARANÁ,ENGENHARIA CIVIL,PÚBLICA,ENGENHARIAS I,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"139,6",UNIVERSIDADE FEDERAL DO PARANÁ,FISIOLOGIA,PÚBLICA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,7",UNIVERSIDADE FEDERAL DO PARANÁ,TURISMO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,PR,3
"139,8",UNIVERSIDADE FEDERAL DO PARANÁ,AGRONOMIA (PRODUÇÃO VEGETAL),PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"139,9",UNIVERSIDADE FEDERAL DO PARANÁ,FARMACOLOGIA,PÚBLICA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"139,1",UNIVERSIDADE FEDERAL DO PARANÁ,BOTÂNICA,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,11",UNIVERSIDADE FEDERAL DO PARANÁ,COMUNICAÇÃO,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,12",UNIVERSIDADE FEDERAL DO PARANÁ,"EDUCAÇÃO EM CIÊNCIAS, EDUCAÇÃO MATEMÁTICA E TECNOLOGIAS EDUCATIVAS",PÚBLICA,ENSINO,MESTRADO,ACADÊMICO,PR,A
"139,13",UNIVERSIDADE FEDERAL DO PARANÁ,ENGENHARIA ELÉTRICA,PÚBLICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,14",UNIVERSIDADE FEDERAL DO PARANÁ,MÉTODOS NUMÉRICOS EM ENGENHARIA,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,PR,3
"139,15",UNIVERSIDADE FEDERAL DO PARANÁ,CIÊNCIAS (BIOQUÍMICA),PÚBLICA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,PR,7
"139,16",UNIVERSIDADE FEDERAL DO PARANÁ,GEOLOGIA,PÚBLICA,GEOCIÊNCIAS,MESTRADO/DOUTORADO,ACADÊMICO,PR,4
"139,17",UNIVERSIDADE FEDERAL DO PARANÁ,GEOGRAFIA,PÚBLICA,GEOGRAFIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,6
"139,18",UNIVERSIDADE FEDERAL DO PARANÁ,DESENVOLVIMENTO ECONÔMICO,PÚBLICA,ECONOMIA,MESTRADO/DOUTORADO,ACADÊMICO,PR,5
"140,1",CENTRO DE ESTUDOS DE DIREITO ECONOMICO E SOCIAL,"DIREITO, JUSTIÇA E IMPACTOS NA ECONOMIA.",PRIVADA,DIREITO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"141,1","INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA (IDP-SP)","DIREITO, JUSTIÇA E DESENVOLVIMENTO",PRIVADA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"142,1",ESCOLA SUPERIOR DE GUERRA,SEGURANÇA INTERNACIONAL E DEFESA,PÚBLICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO,ACADÊMICO,RJ,A
"143,1",INSTITUTO DE ESTUDOS DO MAR ALMIRANTE PAULO MOREIRA,BIOTECNOLOGIA MARINHA,PÚBLICA,BIOTECNOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,RJ,4
"144,1",ASSOCIAÇÃO BRASILEIRA DE SAÚDE COLETIVA,SAÚDE DA FAMÍLIA,PRIVADA,SAÚDE COLETIVA,MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,3
"145,1",FUCAPE PESQUISA E ENSINO S.A (RJ),CIÊNCIAS CONTÁBEIS,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,3
"146,1",FUNDACAO CASA DE RUI BARBOSA,MEMÓRIA E ACERVOS,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,3
"147,1",ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO,GESTÃO DE ECONOMIA CRIATIVA,PRIVADA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,RJ,3
"148,1",INSTITUTO DE TECNOLOGIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,PÚBLICA,CIÊNCIA DE ALIMENTOS,MESTRADO,ACADÊMICO,SP,3
"149,1",SOCIEDADE BRASILEIRA DE BIOQUÍMICA E BIOLOGIA MOLECULAR,MULTICÊNTRICO EM BIOQUÍMICA E BIOLOGIA MOLECULAR,PRIVADA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"150,1",SOCIEDADE BRASILEIRA DE FÍSICA,ENSINO DE FÍSICA - PROFIS,PRIVADA,ASTRONOMIA / FÍSICA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"151,1",INSTITUTO EDUCATIEHOOG DE ENSINO E PESQUISA LTDA,PSICOGERONTOLOGIA,PRIVADA,PSICOLOGIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"152,1",INSTITUTO DE ENSINO E PESQUISA ALBERTO SANTOS DUMONT,NEUROENGENHARIA,PRIVADA,ENGENHARIAS IV,MESTRADO,ACADÊMICO,RN,3
"153,1",ASSOCIAÇÃO PARADIGMA CENTRO DE CIÊNCIAS E TECNOLOGIA DO COMPORTAMENTO.,ANÁLISE DO COMPORTAMENTO APLICADA,PRIVADA,PSICOLOGIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"154,1",FACULDADE ESCOLA PAULISTA DE DIREITO,DIREITO,PRIVADA,DIREITO,MESTRADO,ACADÊMICO,SP,3
"155,1",CENTRO UNIVERSITARIO BELAS ARTES DE SAO PAULO,ARQUITETURA,PRIVADA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"156,1",FUNDO DE DEFESA DA CITRICULTURA (FUNDECITRUS),FITOSSANIDADE DOS CITROS,PRIVADA,CIÊNCIAS AGRÁRIAS I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"157,1",CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA,CIÊNCIA DA COMPUTAÇÃO,PRIVADA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO,ACADÊMICO,SP,3
"157,2",CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA,ADMINISTRAÇÃO DAS MICRO E PEQUENAS EMPRESAS,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,PROFISSIONAL,SP,4
"158,1",SOCIEDADE BRASILEIRA DE FISIOLOGIA,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,PRIVADA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,1",UNIVERSIDADE FEDERAL DO ABC,CIÊNCIA DA COMPUTAÇÃO,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,2",UNIVERSIDADE FEDERAL DO ABC,NANOCIÊNCIAS E MATERIAIS AVANÇADOS,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"159,3",UNIVERSIDADE FEDERAL DO ABC,EVOLUÇÃO E DIVERSIDADE,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,4",UNIVERSIDADE FEDERAL DO ABC,CIÊNCIAS HUMANAS E SOCIAIS,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,5",UNIVERSIDADE FEDERAL DO ABC,ENGENHARIA MECÂNICA,PÚBLICA,ENGENHARIAS III,MESTRADO,ACADÊMICO,SP,3
"159,6",UNIVERSIDADE FEDERAL DO ABC,ENGENHARIA BIOMÉDICA,PÚBLICA,ENGENHARIAS IV,MESTRADO,ACADÊMICO,SP,3
"159,7",UNIVERSIDADE FEDERAL DO ABC,ENGENHARIA DA INFORMAÇÃO,PÚBLICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,8",UNIVERSIDADE FEDERAL DO ABC,ECONOMIA POLÍTICA MUNDIAL,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,9",UNIVERSIDADE FEDERAL DO ABC,ENGENHARIA ELÉTRICA,PÚBLICA,ENGENHARIAS IV,MESTRADO,ACADÊMICO,SP,4
"159,1",UNIVERSIDADE FEDERAL DO ABC,NEUROCIÊNCIA E COGNIÇÃO,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,11",UNIVERSIDADE FEDERAL DO ABC,PLANEJAMENTO E GESTÃO DO TERRITÓRIO,PÚBLICA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,12",UNIVERSIDADE FEDERAL DO ABC,ENSINO E HISTÓRIA DAS CIÊNCIAS E DA MATEMÁTICA,PÚBLICA,ENSINO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,13",UNIVERSIDADE FEDERAL DO ABC,CIÊNCIA E ENGENHARIA DE MATERIAIS,PÚBLICA,ENGENHARIAS II,MESTRADO,ACADÊMICO,SP,3
"159,14",UNIVERSIDADE FEDERAL DO ABC,RELAÇÕES INTERNACIONAIS,PÚBLICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO,ACADÊMICO,SP,A
"159,15",UNIVERSIDADE FEDERAL DO ABC,ECONOMIA,PÚBLICA,ECONOMIA,MESTRADO,ACADÊMICO,SP,3
"159,16",UNIVERSIDADE FEDERAL DO ABC,ENGENHARIA DE PRODUÇÃO,PÚBLICA,ENGENHARIAS III,MESTRADO,ACADÊMICO,SP,A
"159,17",UNIVERSIDADE FEDERAL DO ABC,ENERGIA,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,18",UNIVERSIDADE FEDERAL DO ABC,BIOSSISTEMAS,PÚBLICA,CIÊNCIAS BIOLÓGICAS II,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,19",UNIVERSIDADE FEDERAL DO ABC,FILOSOFIA,PÚBLICA,FILOSOFIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,2",UNIVERSIDADE FEDERAL DO ABC,MATEMÁTICA,PÚBLICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,21",UNIVERSIDADE FEDERAL DO ABC,ENGENHARIA E GESTÃO DA INOVAÇÃO,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,3
"159,22",UNIVERSIDADE FEDERAL DO ABC,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"159,23",UNIVERSIDADE FEDERAL DO ABC,CIÊNCIA E TECNOLOGIA AMBIENTAL,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,SP,3
"159,24",UNIVERSIDADE FEDERAL DO ABC,BIOTECNOCIÊNCIA,PÚBLICA,BIOTECNOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"159,25",UNIVERSIDADE FEDERAL DO ABC,POLÍTICAS PÚBLICAS,PÚBLICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"160,1",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,DIREITO DA SOCIEDADE DA INFORMAÇÃO,PRIVADA,DIREITO,MESTRADO,ACADÊMICO,SP,3
"160,2",CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,GOVERNANÇA CORPORATIVA,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"161,1",INSTITUTO DE PESQUISAS ECOLÓGICAS,CONSERVAÇÃO DA BIODIVERSIDADE E DESENVOLVIMENTO SUSTENTÁVEL,PRIVADA,BIODIVERSIDADE,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"162,1",ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,COMPORTAMENTO DO CONSUMIDOR,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"162,2",ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,PRODUÇÃO JORNALÍSTICA E MERCADO MPPJM,PRIVADA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"162,3",ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,COMUNICAÇÃO E PRÁTICAS DE CONSUMO,PRIVADA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"162,4",ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"163,1",FACULDADE AUTÔNOMA DE DIREITO,FUNÇÃO SOCIAL DO DIREITO,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"164,1",INSTITUTO DE PESCA - APTA - SEC. DE AGR. E ABAST. - SP,AQUICULTURA E PESCA,PÚBLICA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO,ACADÊMICO,SP,3
"165,1",INSPER INSTITUTO DE ENSINO E PESQUISA,ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,5
"165,2",INSPER INSTITUTO DE ENSINO E PESQUISA,ECONOMIA,PRIVADA,ECONOMIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,5
"165,3",INSPER INSTITUTO DE ENSINO E PESQUISA,POLÍTICAS PÚBLICAS,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"166,1",ESCOLA DE ECONOMIA DE SÃO PAULO,AGRONEGÓCIO,PRIVADA,CIÊNCIAS AGRÁRIAS I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"167,1",CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA,GESTÃO E DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL,PÚBLICA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"167,2",CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA,GESTÃO E TECNOLOGIA EM SISTEMAS PRODUTIVOS,PÚBLICA,ENGENHARIAS III,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"168,1",CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,EDUCAÇÃO,PRIVADA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"169,1",INSTITUTO DE BOTANICA,BIODIVERSIDADE VEGETAL E MEIO AMBIENTE,PÚBLICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"170,1",CENTRO DE PESQUISAS ODONTOLOGICAS SAO LEOPOLDO MANDIC,ODONTOLOGIA,PRIVADA,ODONTOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"171,1",UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS,ODONTOLOGIA,PRIVADA,ODONTOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"171,2",UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS,ENFERMAGEM,PRIVADA,ENFERMAGEM,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"171,3",UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS,ANÁLISE GEOAMBIENTAL,PRIVADA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,SP,3
