"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country","Level"
"text814",0,NA,0,0,"text814","text814","Program","Brazil","Master"
"text827",0,NA,0,0,"text827","text827","Program","Brazil","Master"
"text895",0,NA,0,0,"text895","text895","Program","Brazil","Master"
"text897",0,NA,0,0,"text897","text897","Program","Brazil","Master"
"text915",0,NA,0,0,"text915","text915","Program","Brazil","Master"
"science5",372,0.00170940170940171,65862.4649607812,1,"science","science","Skill","Brazil","PhD"
"reading_comprehension5",214,0.00110987791342952,19530.4402734745,0.662388481458877,"reading_comprehension","reading_comprehension","Skill","Brazil","PhD"
"speaking5",178,0.00102774922918808,11759.9350944792,0.568406679460694,"speaking","speaking","Skill","Brazil","PhD"
"active_listening5",119,0.000916590284142988,5063.39102573996,0.39050923914193,"active_listening","active_listening","Skill","Brazil","PhD"
"learning_strategy5",76,0.000849617672047579,2625.7769631483,0.229430566123343,"learning_strategy","learning_strategy","Skill","Brazil","PhD"
"active_learning5",67,0.000836820083682008,1889.88269749291,0.204282653111123,"active_learning","active_learning","Skill","Brazil","PhD"
"monitoring5",67,0.000836820083682008,2077.50006670504,0.194818871510656,"monitoring","monitoring","Skill","Brazil","PhD"
"mathematics5",38,0.000798084596967279,2200.38335203011,0.0916862385563799,"mathematics","mathematics","Skill","Brazil","PhD"
"critical_thinking5",34,0.000793021411578113,354.311157446329,0.102630191236346,"critical_thinking","critical_thinking","Skill","Brazil","PhD"
"writing5",12,0.000766283524904215,37.9144087024458,0.0348622965342048,"writing","writing","Skill","Brazil","PhD"
"text1110",6,0.00110619469026549,119.743581017253,0.105030608331196,"text11","text11","Program","Brazil","PhD"
"text3910",6,0.00111111111111111,125.098969015986,0.119663903809631,"text39","text39","Program","Brazil","PhD"
"text923",6,0.00110864745011086,128.484641427066,0.111998784898109,"text92","text92","Program","Brazil","PhD"
"text3901",6,0.00111111111111111,129.649836845575,0.11929321100447,"text390","text390","Program","Brazil","PhD"
"text4341",6,0.00111111111111111,125.098969015986,0.119663903809631,"text434","text434","Program","Brazil","PhD"
"text4701",6,0.00109649122807018,185.343143465164,0.0830786938819675,"text470","text470","Program","Brazil","PhD"
"text535",6,0.00111358574610245,185.373776371103,0.100990941459383,"text535","text535","Program","Brazil","PhD"
"text639",6,0.00111111111111111,125.750162005675,0.118308176605748,"text639","text639","Program","Brazil","PhD"
"text657",6,0.00110619469026549,115.804821712366,0.114697180289719,"text657","text657","Program","Brazil","PhD"
"text768",6,0.00111358574610245,185.373776371103,0.100990941459383,"text768","text768","Program","Brazil","PhD"
"text776",6,0.0011037527593819,142.555385324657,0.101751656232216,"text776","text776","Program","Brazil","PhD"
"text833",6,0.00110864745011086,128.484641427066,0.111998784898109,"text833","text833","Program","Brazil","PhD"
"text874",6,0.00110619469026549,119.743581017253,0.105030608331196,"text874","text874","Program","Brazil","PhD"
"text876",6,0.00110619469026549,119.743581017253,0.105030608331196,"text876","text876","Program","Brazil","PhD"
"text4910",5,0.00108695652173913,138.661912969723,0.0803574234901493,"text49","text49","Program","Brazil","PhD"
"text1031",5,0.00108932461873638,110.213996476241,0.0821133399384499,"text103","text103","Program","Brazil","PhD"
"text1831",5,0.0011037527593819,100.69064359311,0.10399710936031,"text183","text183","Program","Brazil","PhD"
"text2131",5,0.00109649122807018,81.5598755773798,0.092432902078646,"text213","text213","Program","Brazil","PhD"
"text2341",5,0.00110619469026549,97.6675132639095,0.111662228271832,"text234","text234","Program","Brazil","PhD"
"text2681",5,0.00105932203389831,65.4322216544011,0.0887516698516586,"text268","text268","Program","Brazil","PhD"
"text3161",5,0.00110864745011086,165.090552104086,0.0986017152846139,"text316","text316","Program","Brazil","PhD"
"text3171",5,0.00110132158590308,88.910487456825,0.10669550475192,"text317","text317","Program","Brazil","PhD"
"text3441",5,0.00107066381156317,72.4155611562095,0.0937183933715706,"text344","text344","Program","Brazil","PhD"
"text3451",5,0.00107066381156317,72.4155611562095,0.0937183933715706,"text345","text345","Program","Brazil","PhD"
"text3631",5,0.00109649122807018,91.4558629126953,0.0897345066870354,"text363","text363","Program","Brazil","PhD"
"text3891",5,0.00110132158590308,119.60621313701,0.0977316698156071,"text389","text389","Program","Brazil","PhD"
"text4061",5,0.0011037527593819,97.5036027858835,0.104367802165471,"text406","text406","Program","Brazil","PhD"
"text4111",5,0.000904159132007233,51.7752570234669,0.0801235829624531,"text411","text411","Program","Brazil","PhD"
"text4141",5,0.0011037527593819,93.6908744907845,0.110677193873111,"text414","text414","Program","Brazil","PhD"
"text4171",5,0.00110619469026549,97.6675132639095,0.111662228271832,"text417","text417","Program","Brazil","PhD"
"text4231",5,0.00110132158590308,88.910487456825,0.10669550475192,"text423","text423","Program","Brazil","PhD"
"text4261",5,0.00110619469026549,97.7756846132563,0.110306501067949,"text426","text426","Program","Brazil","PhD"
"text4271",5,0.00110619469026549,97.6675132639095,0.111662228271832,"text427","text427","Program","Brazil","PhD"
"text4311",5,0.000907441016333938,96.6428539473881,0.0760839160906403,"text431","text431","Program","Brazil","PhD"
"text4801",5,0.00110619469026549,97.7756846132563,0.110306501067949,"text480","text480","Program","Brazil","PhD"
"text548",5,0.00109649122807018,89.1140282749054,0.0994010786455589,"text548","text548","Program","Brazil","PhD"
"text574",5,0.00108932461873638,83.1227997907511,0.0847677831671234,"text574","text574","Program","Brazil","PhD"
"text576",5,0.0011037527593819,93.6908744907845,0.110677193873111,"text576","text576","Program","Brazil","PhD"
"text612",5,0.00111111111111111,165.035584823049,0.0999574424884968,"text612","text612","Program","Brazil","PhD"
"text621",5,0.00111111111111111,165.035584823049,0.0999574424884968,"text621","text621","Program","Brazil","PhD"
"text698",5,0.00111111111111111,166.528851457363,0.106266834196136,"text698","text698","Program","Brazil","PhD"
"text730",5,0.00110132158590308,88.910487456825,0.10669550475192,"text730","text730","Program","Brazil","PhD"
"text734",5,0.0010752688172043,77.2870671912768,0.0933477005664094,"text734","text734","Program","Brazil","PhD"
"text748",5,0.00110132158590308,90.2271159713101,0.0960438983946751,"text748","text748","Program","Brazil","PhD"
"text783",5,0.00104384133611691,113.97288231609,0.0673803121097998,"text783","text783","Program","Brazil","PhD"
"text811",5,0.0011037527593819,97.5036027858835,0.104367802165471,"text811","text811","Program","Brazil","PhD"
"text816",5,0.0010989010989011,92.111357456965,0.0990303858403977,"text816","text816","Program","Brazil","PhD"
"text835",5,0.00110619469026549,161.590538698033,0.0989724080897751,"text835","text835","Program","Brazil","PhD"
"text841",5,0.00109649122807018,81.5598755773798,0.0924329020786459,"text841","text841","Program","Brazil","PhD"
"text843",5,0.0011037527593819,100.69064359311,0.10399710936031,"text843","text843","Program","Brazil","PhD"
"text847",5,0.00110619469026549,150.037555263758,0.0920042315228622,"text847","text847","Program","Brazil","PhD"
"text848",5,0.00109409190371991,84.7026672792316,0.0920622092734848,"text848","text848","Program","Brazil","PhD"
"text885",5,0.00109409190371991,84.7026672792316,0.0920622092734848,"text885","text885","Program","Brazil","PhD"
"text3710",4,0.00106382978723404,52.2869663985427,0.0857167178337715,"text37","text37","Program","Brazil","PhD"
"text4810",4,0.00109170305676856,66.4355461896184,0.088042222856876,"text48","text48","Program","Brazil","PhD"
"text5810",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text58","text58","Program","Brazil","PhD"
"text6310",4,0.00106382978723404,52.2869663985427,0.0857167178337715,"text63","text63","Program","Brazil","PhD"
"text1141",4,0.00088809946714032,33.3628883568178,0.0711368730259324,"text114","text114","Program","Brazil","PhD"
"text1251",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text125","text125","Program","Brazil","PhD"
"text1331",4,0.00105485232067511,47.846572301956,0.0847316834350499,"text133","text133","Program","Brazil","PhD"
"text1391",4,0.00105485232067511,47.846572301956,0.0847316834350499,"text139","text139","Program","Brazil","PhD"
"text1601",4,0.00107066381156317,105.118158819905,0.0726562048465532,"text160","text160","Program","Brazil","PhD"
"text1671",4,0.00106157112526539,52.2520206299056,0.0843609906298887,"text167","text167","Program","Brazil","PhD"
"text1681",4,0.00107066381156317,105.118158819905,0.0726562048465532,"text168","text168","Program","Brazil","PhD"
"text1981",4,0.00107758620689655,107.678114410216,0.0727264407575114,"text198","text198","Program","Brazil","PhD"
"text2101",4,0.00106157112526539,52.2520206299056,0.0843609906298887,"text210","text210","Program","Brazil","PhD"
"text2941",4,0.00108225108225108,58.2698663845696,0.0771368004344855,"text294","text294","Program","Brazil","PhD"
"text3711",4,0.00108459869848156,67.8447726894669,0.0817328311492363,"text371","text371","Program","Brazil","PhD"
"text3881",4,0.0010989010989011,72.801456130549,0.0963661266276718,"text388","text388","Program","Brazil","PhD"
"text4001",4,0.00109409190371991,66.8221302289141,0.0893979500607589,"text400","text400","Program","Brazil","PhD"
"text4041",4,0.00106382978723404,51.8789852021155,0.0784222917274102,"text404","text404","Program","Brazil","PhD"
"text4051",4,0.00106382978723404,51.8789852021155,0.0784222917274102,"text405","text405","Program","Brazil","PhD"
"text4071",4,0.00106382978723404,51.8789852021155,0.0784222917274101,"text407","text407","Program","Brazil","PhD"
"text4121",4,0.0010989010989011,68.8082482769872,0.102675518335312,"text412","text412","Program","Brazil","PhD"
"text4151",4,0.0010989010989011,68.8082482769872,0.102675518335312,"text415","text415","Program","Brazil","PhD"
"text4161",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text416","text416","Program","Brazil","PhD"
"text4181",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text418","text418","Program","Brazil","PhD"
"text4191",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text419","text419","Program","Brazil","PhD"
"text4201",4,0.0010989010989011,68.8082482769872,0.102675518335312,"text420","text420","Program","Brazil","PhD"
"text4211",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text421","text421","Program","Brazil","PhD"
"text4241",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text424","text424","Program","Brazil","PhD"
"text4281",4,0.0010989010989011,68.8082482769872,0.102675518335312,"text428","text428","Program","Brazil","PhD"
"text4291",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text429","text429","Program","Brazil","PhD"
"text4301",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text430","text430","Program","Brazil","PhD"
"text4321",4,0.00087260034904014,28.2850136515451,0.0675258767099032,"text432","text432","Program","Brazil","PhD"
"text4331",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text433","text433","Program","Brazil","PhD"
"text4351",4,0.000884955752212389,32.2837387567344,0.0724926002298152,"text435","text435","Program","Brazil","PhD"
"text4361",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text436","text436","Program","Brazil","PhD"
"text4371",4,0.0010989010989011,68.8082482769872,0.102675518335312,"text437","text437","Program","Brazil","PhD"
"text4581",4,0.00105042016806723,67.8943893397084,0.0780955510851861,"text458","text458","Program","Brazil","PhD"
"text4621",4,0.00106837606837607,55.38666421482,0.078051598922249,"text462","text462","Program","Brazil","PhD"
"text4821",4,0.000801282051282051,19.1951674407895,0.0495820418096416,"text482","text482","Program","Brazil","PhD"
"text519",4,0.00109409190371991,120.894150634685,0.0840025559850631,"text519","text519","Program","Brazil","PhD"
"text520",4,0.00109409190371991,120.894150634685,0.0840025559850631,"text520","text520","Program","Brazil","PhD"
"text528",4,0.0010752688172043,60.048831064058,0.0767661076293243,"text528","text528","Program","Brazil","PhD"
"text533",4,0.0010183299389002,40.6403308064275,0.0601779999329456,"text533","text533","Program","Brazil","PhD"
"text577",4,0.00109170305676856,66.4355461896184,0.088042222856876,"text577","text577","Program","Brazil","PhD"
"text578",4,0.00109409190371991,63.5691005697179,0.0884129156620372,"text578","text578","Program","Brazil","PhD"
"text603",4,0.0010989010989011,68.8082482769872,0.102675518335312,"text603","text603","Program","Brazil","PhD"
"text609",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text609","text609","Program","Brazil","PhD"
"text610",4,0.00109649122807018,72.4683503864398,0.0950103994237889,"text610","text610","Program","Brazil","PhD"
"text613",4,0.00109170305676856,89.4149632127309,0.0887449598790863,"text613","text613","Program","Brazil","PhD"
"text724",4,0.00109409190371991,63.5691005697179,0.0884129156620372,"text724","text724","Program","Brazil","PhD"
"text731",4,0.00109409190371991,69.7473672863312,0.0953810922289501,"text731","text731","Program","Brazil","PhD"
"text732",4,0.0010752688172043,60.048831064058,0.0767661076293243,"text732","text732","Program","Brazil","PhD"
"text809",4,0.00109170305676856,89.4149632127309,0.0887449598790863,"text809","text809","Program","Brazil","PhD"
"text813",4,0.0010989010989011,72.801456130549,0.0963661266276718,"text813","text813","Program","Brazil","PhD"
"text815",4,0.00109649122807018,72.4683503864398,0.0950103994237889,"text815","text815","Program","Brazil","PhD"
"text839",4,0.00109170305676856,64.9490031161062,0.0913994031077598,"text839","text839","Program","Brazil","PhD"
"text845",4,0.0010752688172043,126.711052284655,0.070071997528838,"text845","text845","Program","Brazil","PhD"
"text863",4,0.00106157112526539,52.2520206299056,0.0843609906298886,"text863","text863","Program","Brazil","PhD"
"text879",4,0.00106382978723404,51.8789852021155,0.0784222917274102,"text879","text879","Program","Brazil","PhD"
"text881",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text881","text881","Program","Brazil","PhD"
"text882",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text882","text882","Program","Brazil","PhD"
"text883",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text883","text883","Program","Brazil","PhD"
"text884",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text884","text884","Program","Brazil","PhD"
"text888",4,0.00103950103950104,47.4670948578074,0.0710834223553361,"text888","text888","Program","Brazil","PhD"
"text889",4,0.0010989010989011,68.8082482769872,0.102675518335311,"text889","text889","Program","Brazil","PhD"
"text891",4,0.0010989010989011,68.8082482769872,0.102675518335312,"text891","text891","Program","Brazil","PhD"
"text916",4,0.00109170305676856,65.8760963848113,0.0821035239543975,"text916","text916","Program","Brazil","PhD"
"text2100",3,0.00100806451612903,26.2502050054735,0.054802286312454,"text2","text2","Program","Brazil","PhD"
"text3100",3,0.00102249488752556,27.3385650210919,0.0620967124188153,"text3","text3","Program","Brazil","PhD"
"text1210",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text12","text12","Program","Brazil","PhD"
"text1910",3,0.00101626016260163,28.9674761260005,0.0557873207111756,"text19","text19","Program","Brazil","PhD"
"text2010",3,0.00108225108225108,42.8693819666479,0.0804112401242381,"text20","text20","Program","Brazil","PhD"
"text3510",3,0.00104602510460251,30.9618553735109,0.0694355817908894,"text35","text35","Program","Brazil","PhD"
"text5110",3,0.00102249488752556,27.8682661783716,0.0634524396226982,"text51","text51","Program","Brazil","PhD"
"text5910",3,0.0010482180293501,30.2668070825683,0.0767300078972508,"text59","text59","Program","Brazil","PhD"
"text6010",3,0.000783699059561128,10.3130009521194,0.0455620553930329,"text60","text60","Program","Brazil","PhD"
"text6610",3,0.00101626016260163,24.1514811957135,0.0624674052239765,"text66","text66","Program","Brazil","PhD"
"text8410",3,0.00108225108225108,42.8693819666479,0.0804112401242381,"text84","text84","Program","Brazil","PhD"
"text1041",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text104","text104","Program","Brazil","PhD"
"text1061",3,0.000778816199376947,11.6382538736623,0.0392526636853932,"text106","text106","Program","Brazil","PhD"
"text1071",3,0.00105708245243129,34.4796995411906,0.0704206161896111,"text107","text107","Program","Brazil","PhD"
"text1081",3,0.00101214574898785,26.6781616158675,0.0561580135163368,"text108","text108","Program","Brazil","PhD"
"text1091",3,0.00101626016260163,24.1514811957135,0.0624674052239765,"text109","text109","Program","Brazil","PhD"
"text1101",3,0.00100603621730382,39.1231687785616,0.0558312728741127,"text110","text110","Program","Brazil","PhD"
"text1131",3,0.00105263157894737,34.0034766790974,0.0690648889857282,"text113","text113","Program","Brazil","PhD"
"text1171",3,0.001,23.4823423024031,0.0508205971912636,"text117","text117","Program","Brazil","PhD"
"text1191",3,0.00101626016260163,24.1514811957135,0.0624674052239765,"text119","text119","Program","Brazil","PhD"
"text1221",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text122","text122","Program","Brazil","PhD"
"text1231",3,0.00101626016260163,24.1514811957135,0.0624674052239765,"text123","text123","Program","Brazil","PhD"
"text1271",3,0.00102249488752556,27.3385650210919,0.0620967124188153,"text127","text127","Program","Brazil","PhD"
"text1341",3,0.00105708245243129,78.0033650597267,0.0650252221139154,"text134","text134","Program","Brazil","PhD"
"text1351",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text135","text135","Program","Brazil","PhD"
"text1401",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text140","text140","Program","Brazil","PhD"
"text1441",3,0.00104166666666667,46.1106492102266,0.0627994494410256,"text144","text144","Program","Brazil","PhD"
"text1471",3,0.00105263157894737,34.0034766790974,0.0690648889857282,"text147","text147","Program","Brazil","PhD"
"text1491",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text149","text149","Program","Brazil","PhD"
"text1571",3,0.00105263157894737,34.0034766790974,0.0690648889857282,"text157","text157","Program","Brazil","PhD"
"text1641",3,0.00105708245243129,34.4796995411906,0.070420616189611,"text164","text164","Program","Brazil","PhD"
"text1701",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text170","text170","Program","Brazil","PhD"
"text1811",3,0.00101626016260163,28.9674761260005,0.0557873207111756,"text181","text181","Program","Brazil","PhD"
"text1971",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text197","text197","Program","Brazil","PhD"
"text2141",3,0.00100806451612903,22.2053926838353,0.0584857161027862,"text214","text214","Program","Brazil","PhD"
"text2431",3,0.000783699059561128,10.3130009521194,0.0455620553930329,"text243","text243","Program","Brazil","PhD"
"text2461",3,0.0010482180293501,30.2668070825683,0.0767300078972508,"text246","text246","Program","Brazil","PhD"
"text2481",3,0.00100806451612903,26.2502050054735,0.0548022863124539,"text248","text248","Program","Brazil","PhD"
"text2561",3,0.00106609808102345,38.2877488364979,0.0691351248966864,"text256","text256","Program","Brazil","PhD"
"text2951",3,0.00104602510460251,30.9618553735109,0.0694355817908894,"text295","text295","Program","Brazil","PhD"
"text2991",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text299","text299","Program","Brazil","PhD"
"text3021",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text302","text302","Program","Brazil","PhD"
"text3061",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text306","text306","Program","Brazil","PhD"
"text3071",3,0.000778816199376947,12.6760309026474,0.0378969364815103,"text307","text307","Program","Brazil","PhD"
"text3131",3,0.00101626016260163,24.1514811957135,0.0624674052239765,"text313","text313","Program","Brazil","PhD"
"text3141",3,0.00105708245243129,78.0033650597267,0.0650252221139154,"text314","text314","Program","Brazil","PhD"
"text3201",3,0.00107991360691145,43.0263776099148,0.0731168140178768,"text320","text320","Program","Brazil","PhD"
"text3291",3,0.00105708245243129,34.4796995411906,0.070420616189611,"text329","text329","Program","Brazil","PhD"
"text3321",3,0.00108225108225108,42.8693819666479,0.0804112401242381,"text332","text332","Program","Brazil","PhD"
"text3371",3,0.00107991360691145,43.0263776099148,0.0731168140178767,"text337","text337","Program","Brazil","PhD"
"text3401",3,0.00104384133611691,28.9380543285594,0.0654538926696991,"text340","text340","Program","Brazil","PhD"
"text3501",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text350","text350","Program","Brazil","PhD"
"text3511",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text351","text351","Program","Brazil","PhD"
"text3811",3,0.00107066381156317,44.5289962074524,0.0727461212127156,"text381","text381","Program","Brazil","PhD"
"text3841",3,0.0010482180293501,30.2668070825683,0.0767300078972508,"text384","text384","Program","Brazil","PhD"
"text3961",3,0.00108225108225108,42.8693819666479,0.0804112401242381,"text396","text396","Program","Brazil","PhD"
"text4221",3,0.000863557858376511,16.8862573354821,0.0635058902932945,"text422","text422","Program","Brazil","PhD"
"text4251",3,0.000863557858376511,16.8862573354821,0.0635058902932945,"text425","text425","Program","Brazil","PhD"
"text4711",3,0.00106609808102345,38.2877488364979,0.0691351248966864,"text471","text471","Program","Brazil","PhD"
"text4751",3,0.000778816199376947,11.6382538736623,0.0392526636853932,"text475","text475","Program","Brazil","PhD"
"text4761",3,0.0010482180293501,30.2668070825683,0.0767300078972508,"text476","text476","Program","Brazil","PhD"
"text4861",3,0.00104384133611691,28.9380543285594,0.0654538926696991,"text486","text486","Program","Brazil","PhD"
"text5061",3,0.00107991360691145,43.0263776099148,0.0731168140178767,"text506","text506","Program","Brazil","PhD"
"text527",3,0.00106609808102345,38.2877488364979,0.0691351248966864,"text527","text527","Program","Brazil","PhD"
"text536",3,0.000853242320819113,18.8101777170546,0.0558407713817719,"text536","text536","Program","Brazil","PhD"
"text537",3,0.00100806451612903,61.3073658344435,0.0507626194406411,"text537","text537","Program","Brazil","PhD"
"text538",3,0.00100806451612903,61.3073658344435,0.0507626194406411,"text538","text538","Program","Brazil","PhD"
"text540",3,0.0010482180293501,30.2668070825683,0.0767300078972508,"text540","text540","Program","Brazil","PhD"
"text546",3,0.00107066381156317,44.5289962074524,0.0727461212127156,"text546","text546","Program","Brazil","PhD"
"text557",3,0.00105708245243129,34.4796995411906,0.070420616189611,"text557","text557","Program","Brazil","PhD"
"text563",3,0.00105263157894737,34.0034766790974,0.0690648889857282,"text563","text563","Program","Brazil","PhD"
"text573",3,0.000793650793650794,11.9591599949546,0.0465470897917546,"text573","text573","Program","Brazil","PhD"
"text598",3,0.000853242320819113,18.8101777170546,0.0558407713817719,"text598","text598","Program","Brazil","PhD"
"text600",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text600","text600","Program","Brazil","PhD"
"text601",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text601","text601","Program","Brazil","PhD"
"text602",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text602","text602","Program","Brazil","PhD"
"text604",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text604","text604","Program","Brazil","PhD"
"text607",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text607","text607","Program","Brazil","PhD"
"text608",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text608","text608","Program","Brazil","PhD"
"text611",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text611","text611","Program","Brazil","PhD"
"text614",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text614","text614","Program","Brazil","PhD"
"text615",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text615","text615","Program","Brazil","PhD"
"text618",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text618","text618","Program","Brazil","PhD"
"text622",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text622","text622","Program","Brazil","PhD"
"text623",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text623","text623","Program","Brazil","PhD"
"text624",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text624","text624","Program","Brazil","PhD"
"text626",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text626","text626","Program","Brazil","PhD"
"text627",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text627","text627","Program","Brazil","PhD"
"text628",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text628","text628","Program","Brazil","PhD"
"text630",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text630","text630","Program","Brazil","PhD"
"text631",3,0.000847457627118644,47.6300369040015,0.0518011045099591,"text631","text631","Program","Brazil","PhD"
"text653",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text653","text653","Program","Brazil","PhD"
"text682",3,0.00105263157894737,34.0034766790974,0.0690648889857282,"text682","text682","Program","Brazil","PhD"
"text693",3,0.00108225108225108,42.8693819666479,0.0804112401242381,"text693","text693","Program","Brazil","PhD"
"text702",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text702","text702","Program","Brazil","PhD"
"text718",3,0.0010482180293501,30.2668070825683,0.0767300078972508,"text718","text718","Program","Brazil","PhD"
"text744",3,0.000863557858376511,16.8862573354821,0.0635058902932945,"text744","text744","Program","Brazil","PhD"
"text771",3,0.00101214574898785,63.9096529434021,0.0503919266354799,"text771","text771","Program","Brazil","PhD"
"text836",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text836","text836","Program","Brazil","PhD"
"text837",3,0.000805152979066023,37.1812685545863,0.0385235362354064,"text837","text837","Program","Brazil","PhD"
"text838",3,0.00108932461873638,47.5940501692757,0.087379416691151,"text838","text838","Program","Brazil","PhD"
"text846",3,0.000805152979066023,37.1812685545863,0.0385235362354065,"text846","text846","Program","Brazil","PhD"
"text849",3,0.00107296137339056,88.759618976948,0.0687064543409027,"text849","text849","Program","Brazil","PhD"
"text875",3,0.00107758620689655,45.3568573402043,0.0741018484165984,"text875","text875","Program","Brazil","PhD"
"text1100",2,0.000992063492063492,12.4908053149337,0.0468006107746549,"text1","text1","Program","Brazil","PhD"
"text3310",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text33","text33","Program","Brazil","PhD"
"text4110",2,0.000998003992015968,13.4617835656698,0.0481563379785377,"text41","text41","Program","Brazil","PhD"
"text5310",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text53","text53","Program","Brazil","PhD"
"text5510",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text55","text55","Program","Brazil","PhD"
"text5710",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text57","text57","Program","Brazil","PhD"
"text8510",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text85","text85","Program","Brazil","PhD"
"text8610",2,0.00103950103950104,16.1113992508651,0.0614339062530903,"text86","text86","Program","Brazil","PhD"
"text8710",2,0.000992063492063492,12.4908053149337,0.0468006107746549,"text87","text87","Program","Brazil","PhD"
"text1211",2,0.00099009900990099,42.1961312965225,0.042760943902842,"text121","text121","Program","Brazil","PhD"
"text1381",2,0.00103950103950104,16.1113992508651,0.0614339062530903,"text138","text138","Program","Brazil","PhD"
"text1451",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text145","text145","Program","Brazil","PhD"
"text1511",2,0.00078003120124805,6.98222278893199,0.0335764931706986,"text151","text151","Program","Brazil","PhD"
"text1521",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text152","text152","Program","Brazil","PhD"
"text1531",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text153","text153","Program","Brazil","PhD"
"text1541",2,0.000992063492063492,12.4908053149337,0.0468006107746549,"text154","text154","Program","Brazil","PhD"
"text1741",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text174","text174","Program","Brazil","PhD"
"text1751",2,0.00078003120124805,6.98222278893199,0.0335764931706986,"text175","text175","Program","Brazil","PhD"
"text1771",2,0.000699300699300699,3.65185902564872,0.0242828115806812,"text177","text177","Program","Brazil","PhD"
"text1851",2,0.000992063492063492,12.4908053149337,0.0468006107746549,"text185","text185","Program","Brazil","PhD"
"text1991",2,0.00106157112526539,25.0559681035867,0.0651151384800777,"text199","text199","Program","Brazil","PhD"
"text2361",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text236","text236","Program","Brazil","PhD"
"text2381",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text238","text238","Program","Brazil","PhD"
"text2471",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text247","text247","Program","Brazil","PhD"
"text2551",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text255","text255","Program","Brazil","PhD"
"text2581",2,0.00106157112526539,25.0559681035867,0.0651151384800777,"text258","text258","Program","Brazil","PhD"
"text2601",2,0.00106157112526539,25.0559681035867,0.0651151384800777,"text260","text260","Program","Brazil","PhD"
"text2671",2,0.000988142292490119,10.6675485119184,0.0471713035798161,"text267","text267","Program","Brazil","PhD"
"text2691",2,0.000988142292490119,10.6675485119184,0.0471713035798161,"text269","text269","Program","Brazil","PhD"
