"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country","Level"
"text171",2,0.00263157894736842,2.39283530988694,0.075825519812407,"text171","text171","Program","Argentina","Master"
"text172",2,0.00263157894736842,2.54659929758189,0.0745421898246463,"text172","text172","Program","Argentina","Master"
"text227",2,0.00261780104712042,3.30663822643604,0.0692515969245786,"text227","text227","Program","Argentina","Master"
"text254",2,0.00263157894736842,2.39283530988694,0.075825519812407,"text254","text254","Program","Argentina","Master"
"text256",2,0.00263157894736842,5.40849932999041,0.0716965551661937,"text256","text256","Program","Argentina","Master"
"text260",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text260","text260","Program","Argentina","Master"
"text278",2,0.00261780104712042,3.30663822643604,0.0692515969245786,"text278","text278","Program","Argentina","Master"
"text283",2,0.00263157894736842,2.39283530988694,0.075825519812407,"text283","text283","Program","Argentina","Master"
"text318",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text318","text318","Program","Argentina","Master"
"text367",2,0.00263157894736842,5.40849932999041,0.0716965551661937,"text367","text367","Program","Argentina","Master"
"text375",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text375","text375","Program","Argentina","Master"
"text376",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text376","text376","Program","Argentina","Master"
"text380",2,0.00263157894736842,5.40849932999041,0.0716965551661937,"text380","text380","Program","Argentina","Master"
"text401",2,0.00261780104712042,1.49313296530639,0.0815565745841386,"text401","text401","Program","Argentina","Master"
"text403",2,0.00261780104712042,3.30663822643604,0.0692515969245786,"text403","text403","Program","Argentina","Master"
"text436",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text436","text436","Program","Argentina","Master"
"text437",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text437","text437","Program","Argentina","Master"
"text444",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text444","text444","Program","Argentina","Master"
"text445",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text445","text445","Program","Argentina","Master"
"text446",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text446","text446","Program","Argentina","Master"
"text447",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text447","text447","Program","Argentina","Master"
"text448",2,0.00263157894736842,1.15719765029759,0.0910476485807645,"text448","text448","Program","Argentina","Master"
"text498",2,0.00263157894736842,5.40849932999041,0.0716965551661937,"text498","text498","Program","Argentina","Master"
"text19",1,0.00260416666666667,0,0.0577754646319184,"text19","text19","Program","Argentina","Master"
"text24",1,0.00260416666666667,0,0.0577754646319184,"text24","text24","Program","Argentina","Master"
"text30",1,0.00260416666666667,0,0.0577754646319184,"text30","text30","Program","Argentina","Master"
"text32",1,0.00260416666666667,0,0.0577754646319184,"text32","text32","Program","Argentina","Master"
"text90",1,0.00260416666666667,0,0.0577754646319184,"text90","text90","Program","Argentina","Master"
"text95",1,0.00260416666666667,0,0.0577754646319184,"text95","text95","Program","Argentina","Master"
"text104",1,0.00260416666666667,0,0.0577754646319184,"text104","text104","Program","Argentina","Master"
"text115",1,0.00260416666666667,0,0.0577754646319184,"text115","text115","Program","Argentina","Master"
"text117",1,0.00260416666666667,0,0.0577754646319184,"text117","text117","Program","Argentina","Master"
"text143",1,0.00260416666666667,0,0.0577754646319184,"text143","text143","Program","Argentina","Master"
"text146",1,0.00260416666666667,0,0.0577754646319184,"text146","text146","Program","Argentina","Master"
"text168",1,0.00260416666666667,0,0.0577754646319184,"text168","text168","Program","Argentina","Master"
"text170",1,0.00260416666666667,0,0.0577754646319184,"text170","text170","Program","Argentina","Master"
"text179",1,0.00260416666666667,0,0.0577754646319184,"text179","text179","Program","Argentina","Master"
"text182",1,0.00260416666666667,0,0.0577754646319184,"text182","text182","Program","Argentina","Master"
"text258",1,0.00260416666666667,0,0.0577754646319184,"text258","text258","Program","Argentina","Master"
"text277",1,0.00151057401812689,0,0.0139210905342753,"text277","text277","Program","Argentina","Master"
"text299",1,0.00260416666666667,0,0.0577754646319184,"text299","text299","Program","Argentina","Master"
"text300",1,0.00260416666666667,0,0.0577754646319184,"text300","text300","Program","Argentina","Master"
"text301",1,0.00260416666666667,0,0.0577754646319184,"text301","text301","Program","Argentina","Master"
"text307",1,0.00260416666666667,0,0.0577754646319184,"text307","text307","Program","Argentina","Master"
"text311",1,0.00260416666666667,0,0.0577754646319184,"text311","text311","Program","Argentina","Master"
"text312",1,0.00260416666666667,0,0.0577754646319184,"text312","text312","Program","Argentina","Master"
"text368",1,0.00260416666666667,0,0.0577754646319184,"text368","text368","Program","Argentina","Master"
"text369",1,0.00260416666666667,0,0.0577754646319184,"text369","text369","Program","Argentina","Master"
"text372",1,0.00260416666666667,0,0.0577754646319184,"text372","text372","Program","Argentina","Master"
"text496",1,0.00260416666666667,0,0.0577754646319184,"text496","text496","Program","Argentina","Master"
"text497",1,0.00260416666666667,0,0.0577754646319184,"text497","text497","Program","Argentina","Master"
"text499",1,0.00260416666666667,0,0.0577754646319184,"text499","text499","Program","Argentina","Master"
"text500",1,0.00260416666666667,0,0.0577754646319184,"text500","text500","Program","Argentina","Master"
"text501",1,0.00260416666666667,0,0.0577754646319184,"text501","text501","Program","Argentina","Master"
"text259",0,NA,0,0,"text259","text259","Program","Argentina","Master"
"text279",0,NA,0,0,"text279","text279","Program","Argentina","Master"
"science2",201,0.0045045045045045,15642.4507880794,1,"science","science","Skill","Argentina","PhD"
"speaking2",96,0.00231481481481481,1989.09670143579,0.599494321254611,"speaking","speaking","Skill","Argentina","PhD"
"learning_strategy2",68,0.00204918032786885,949.32279491479,0.428560146720983,"learning_strategy","learning_strategy","Skill","Argentina","PhD"
"active_listening2",66,0.00203252032520325,861.210206573756,0.415839343020017,"active_listening","active_listening","Skill","Argentina","PhD"
"reading_comprehension2",58,0.00196850393700787,664.943942394703,0.367685921764378,"reading_comprehension","reading_comprehension","Skill","Argentina","PhD"
"active_learning2",51,0.00191570881226054,485.91993804912,0.317373583456171,"active_learning","active_learning","Skill","Argentina","PhD"
"critical_thinking2",45,0.00187265917602996,399.405360237828,0.278674508506251,"critical_thinking","critical_thinking","Skill","Argentina","PhD"
"monitoring2",45,0.00187265917602996,379.410430267862,0.286233888258294,"monitoring","monitoring","Skill","Argentina","PhD"
"writing2",39,0.00183150183150183,246.836677086848,0.265076410756749,"writing","writing","Skill","Argentina","PhD"
"mathematics2",19,0.00170648464163823,76.4031609599182,0.101112631425429,"mathematics","mathematics","Skill","Argentina","PhD"
"text206",9,0.00241545893719807,46.8174993193197,0.18722596297909,"text206","text206","Program","Argentina","PhD"
"text487",9,0.00241545893719807,34.8195496094444,0.200742894062597,"text487","text487","Program","Argentina","PhD"
"text222",8,0.00240384615384615,27.6773343382405,0.184650070772431,"text222","text222","Program","Argentina","PhD"
"text326",8,0.00240384615384615,37.3791525681603,0.177225551462593,"text326","text326","Program","Argentina","PhD"
"text399",8,0.00240384615384615,27.6773343382405,0.184650070772431,"text399","text399","Program","Argentina","PhD"
"text470",8,0.00240384615384615,27.6773343382405,0.184650070772431,"text470","text470","Program","Argentina","PhD"
"text483",8,0.00240384615384615,27.1582430346631,0.187301864124802,"text483","text483","Program","Argentina","PhD"
"text226",7,0.00239234449760766,21.6572875074561,0.165571187503,"text226","text226","Program","Argentina","PhD"
"text246",7,0.00239234449760766,21.62259993987,0.166216211716544,"text246","text246","Program","Argentina","PhD"
"text485",7,0.00239234449760766,21.6346171086748,0.16758507470651,"text485","text485","Program","Argentina","PhD"
"text489",7,0.00239234449760766,21.1668273978665,0.170136224556134,"text489","text489","Program","Argentina","PhD"
"text80",6,0.00238095238095238,15.0186297557309,0.156005686116144,"text80","text80","Program","Argentina","PhD"
"text122",6,0.00238095238095238,15.8367675851902,0.152565067694845,"text122","text122","Program","Argentina","PhD"
"text208",6,0.00238095238095238,16.2643494013671,0.146927214363209,"text208","text208","Program","Argentina","PhD"
"text210",6,0.00238095238095238,24.015816159401,0.129256287517697,"text210","text210","Program","Argentina","PhD"
"text217",6,0.00238095238095238,15.5413340338299,0.152085673276553,"text217","text217","Program","Argentina","PhD"
"text238",6,0.00238095238095238,16.9259590793377,0.144920445224383,"text238","text238","Program","Argentina","PhD"
"text239",6,0.00238095238095238,16.0667936622848,0.149433879924183,"text239","text239","Program","Argentina","PhD"
"text268",6,0.00238095238095238,16.099306303907,0.148788855710639,"text268","text268","Program","Argentina","PhD"
"text287",6,0.00238095238095238,14.3048233610381,0.158657479468514,"text287","text287","Program","Argentina","PhD"
"text306",6,0.00238095238095238,25.2868032884832,0.13818543441674,"text306","text306","Program","Argentina","PhD"
"text315",6,0.00238095238095238,24.0027995042492,0.142488755032636,"text315","text315","Program","Argentina","PhD"
"text336",6,0.00238095238095238,15.8358297878215,0.150367832784508,"text336","text336","Program","Argentina","PhD"
"text472",6,0.00238095238095238,16.0667936622848,0.149433879924183,"text472","text472","Program","Argentina","PhD"
"text488",6,0.00238095238095238,15.0186297557309,0.156005686116144,"text488","text488","Program","Argentina","PhD"
"text493",6,0.00238095238095238,16.3998052054646,0.149050572147877,"text493","text493","Program","Argentina","PhD"
"text34",5,0.0023696682464455,11.1665433438179,0.126297087534732,"text34","text34","Program","Argentina","PhD"
"text44",5,0.0023696682464455,12.0467609106026,0.119969725700902,"text44","text44","Program","Argentina","PhD"
"text205",5,0.0023696682464455,10.2398416816656,0.136926802846712,"text205","text205","Program","Argentina","PhD"
"text216",5,0.0023696682464455,11.4073926268598,0.130354996654752,"text216","text216","Program","Argentina","PhD"
"text218",5,0.0023696682464455,11.4073926268598,0.130354996654752,"text218","text218","Program","Argentina","PhD"
"text235",5,0.0023696682464455,11.6797213325877,0.130789906784392,"text235","text235","Program","Argentina","PhD"
"text236",5,0.0023696682464455,10.5949390852342,0.137361712976353,"text236","text236","Program","Argentina","PhD"
"text237",5,0.0023696682464455,11.0398053366546,0.133441700136762,"text237","text237","Program","Argentina","PhD"
"text240",5,0.0023696682464455,11.8658741908924,0.121304258416641,"text240","text240","Program","Argentina","PhD"
"text249",5,0.0023696682464455,11.8658741908924,0.121304258416641,"text249","text249","Program","Argentina","PhD"
"text267",5,0.0023696682464455,11.8951141439211,0.127703203302381,"text267","text267","Program","Argentina","PhD"
"text286",5,0.0023696682464455,11.0037802150562,0.135609542210081,"text286","text286","Program","Argentina","PhD"
"text322",5,0.0023696682464455,11.2389842714332,0.124129245461414,"text322","text322","Program","Argentina","PhD"
"text323",5,0.0023696682464455,11.0398053366546,0.133441700136762,"text323","text323","Program","Argentina","PhD"
"text330",5,0.0023696682464455,19.6274997937316,0.102432138275058,"text330","text330","Program","Argentina","PhD"
