"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country"
"text3831",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text383","text383","Program","Brazil"
"text3841",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text384","text384","Program","Brazil"
"text3871",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text387","text387","Program","Brazil"
"text3911",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text391","text391","Program","Brazil"
"text3951",3,0.000527983104540655,56.2757140619416,0.0416948991384806,"text395","text395","Program","Brazil"
"text3961",3,0.000560538116591928,94.353638504961,0.0568249399275685,"text396","text396","Program","Brazil"
"text3971",3,0.000552486187845304,85.1369453064974,0.0511538183841831,"text397","text397","Program","Brazil"
"text4221",3,0.000442086648983201,42.7423327357436,0.0425757089823811,"text422","text422","Program","Brazil"
"text4251",3,0.000442086648983201,42.7423327357436,0.0425757089823811,"text425","text425","Program","Brazil"
"text4401",3,0.000524109014675052,89.9206283030923,0.0382758694384512,"text440","text440","Program","Brazil"
"text4441",3,0.000535331905781585,56.3606077287186,0.0467808139364422,"text444","text444","Program","Brazil"
"text4451",3,0.000524109014675052,89.9206283030923,0.0382758694384513,"text445","text445","Program","Brazil"
"text4471",3,0.000548245614035088,72.1273548549915,0.0501474411338091,"text447","text447","Program","Brazil"
"text4501",3,0.000524109014675052,45.2980399708624,0.041481157546561,"text450","text450","Program","Brazil"
"text4511",3,0.000527983104540655,49.1868942611416,0.0420422713192223,"text451","text451","Program","Brazil"
"text4561",3,0.000552486187845304,85.1369453064974,0.0511538183841831,"text456","text456","Program","Brazil"
"text4631",3,0.000560538116591928,94.353638504961,0.0568249399275685,"text463","text463","Program","Brazil"
"text4711",3,0.00055005500550055,69.8660791935516,0.0484535751842029,"text471","text471","Program","Brazil"
"text4751",3,0.000401929260450161,25.3259174463196,0.0277930403740349,"text475","text475","Program","Brazil"
"text4761",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text476","text476","Program","Brazil"
"text4861",3,0.000542299349240781,55.0909358984659,0.0468860841611676,"text486","text486","Program","Brazil"
"text4901",3,0.000527426160337553,94.0314109748378,0.0384655180576083,"text490","text490","Program","Brazil"
"text5061",3,0.000556173526140156,83.6610627819274,0.0515252835376874,"text506","text506","Program","Brazil"
"text522",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text522","text522","Program","Brazil"
"text527",3,0.00055005500550055,69.8660791935516,0.0484535751842029,"text527","text527","Program","Brazil"
"text529",3,0.000535331905781585,56.3606077287186,0.0467808139364422,"text529","text529","Program","Brazil"
"text536",3,0.000431034482758621,39.022077716849,0.0369045874389956,"text536","text536","Program","Brazil"
"text537",3,0.000524109014675052,89.9206283030923,0.0382758694384513,"text537","text537","Program","Brazil"
"text538",3,0.000524109014675052,89.9206283030923,0.0382758694384512,"text538","text538","Program","Brazil"
"text540",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text540","text540","Program","Brazil"
"text542",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text542","text542","Program","Brazil"
"text543",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text543","text543","Program","Brazil"
"text544",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text544","text544","Program","Brazil"
"text545",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text545","text545","Program","Brazil"
"text546",3,0.000552486187845304,85.1369453064974,0.0511538183841831,"text546","text546","Program","Brazil"
"text557",3,0.000548245614035088,72.1273548549915,0.0501474411338091,"text557","text557","Program","Brazil"
"text562",3,0.000542299349240781,55.0909358984659,0.0468860841611676,"text562","text562","Program","Brazil"
"text563",3,0.000546448087431694,69.616477110713,0.0495863273611478,"text563","text563","Program","Brazil"
"text564",3,0.000442086648983201,42.7423327357436,0.042575708982381,"text564","text564","Program","Brazil"
"text572",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text572","text572","Program","Brazil"
"text573",3,0.000413223140495868,29.0089569398287,0.033092696763916,"text573","text573","Program","Brazil"
"text586",3,0.000548245614035088,72.1273548549915,0.0501474411338091,"text586","text586","Program","Brazil"
"text591",3,0.000555555555555556,87.951965046848,0.0517149321568444,"text591","text591","Program","Brazil"
"text595",3,0.000555555555555556,87.951965046848,0.0517149321568444,"text595","text595","Program","Brazil"
"text598",3,0.000431034482758621,39.022077716849,0.0369045874389956,"text598","text598","Program","Brazil"
"text600",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text600","text600","Program","Brazil"
"text601",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text601","text601","Program","Brazil"
"text602",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text602","text602","Program","Brazil"
"text604",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text604","text604","Program","Brazil"
"text607",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text607","text607","Program","Brazil"
"text608",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text608","text608","Program","Brazil"
"text611",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text611","text611","Program","Brazil"
"text614",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text614","text614","Program","Brazil"
"text615",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text615","text615","Program","Brazil"
"text618",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text618","text618","Program","Brazil"
"text622",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text622","text622","Program","Brazil"
"text623",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text623","text623","Program","Brazil"
"text624",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text624","text624","Program","Brazil"
"text626",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text626","text626","Program","Brazil"
"text627",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text627","text627","Program","Brazil"
"text628",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text628","text628","Program","Brazil"
"text630",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text630","text630","Program","Brazil"
"text631",3,0.000426621160409556,72.6245575423274,0.0336992993308859,"text631","text631","Program","Brazil"
"text636",3,0.000531914893617021,50.743964270315,0.0471522790899465,"text636","text636","Program","Brazil"
"text641",3,0.000537056928034372,59.8474553430328,0.0473419277091035,"text641","text641","Program","Brazil"
"text653",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text653","text653","Program","Brazil"
"text658",3,0.000531914893617021,50.743964270315,0.0471522790899465,"text658","text658","Program","Brazil"
"text659",3,0.000556173526140156,83.6610627819274,0.0515252835376874,"text659","text659","Program","Brazil"
"text682",3,0.000546448087431694,69.616477110713,0.0495863273611478,"text682","text682","Program","Brazil"
"text692",3,0.000553097345132743,137.422501107462,0.0479485302760733,"text692","text692","Program","Brazil"
"text693",3,0.000560538116591928,94.353638504961,0.0568249399275685,"text693","text693","Program","Brazil"
"text694",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text694","text694","Program","Brazil"
"text695",3,0.000535331905781585,56.3606077287186,0.0467808139364422,"text695","text695","Program","Brazil"
"text699",3,0.000535331905781585,56.3606077287186,0.0467808139364422,"text699","text699","Program","Brazil"
"text702",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text702","text702","Program","Brazil"
"text715",3,0.00055005500550055,69.8660791935516,0.0484535751842029,"text715","text715","Program","Brazil"
"text718",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text718","text718","Program","Brazil"
"text740",3,0.000544069640914037,65.3016273989925,0.0499577925146521,"text740","text740","Program","Brazil"
"text744",3,0.000442086648983201,42.7423327357436,0.0425757089823811,"text744","text744","Program","Brazil"
"text745",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text745","text745","Program","Brazil"
"text746",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text746","text746","Program","Brazil"
"text763",3,0.00053475935828877,107.541113995923,0.0435755258283324,"text763","text763","Program","Brazil"
"text765",3,0.000535331905781585,56.3606077287186,0.0467808139364422,"text765","text765","Program","Brazil"
"text770",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text770","text770","Program","Brazil"
"text771",3,0.000524658971668416,92.4351295857134,0.037904404284947,"text771","text771","Program","Brazil"
"text802",3,0.000560538116591928,94.353638504961,0.0568249399275685,"text802","text802","Program","Brazil"
"text812",3,0.000556173526140156,83.6610627819274,0.0515252835376874,"text812","text812","Program","Brazil"
"text836",3,0.000555555555555556,87.951965046848,0.0517149321568444,"text836","text836","Program","Brazil"
"text837",3,0.000397456279809221,48.5205523928538,0.0257837781354561,"text837","text837","Program","Brazil"
"text838",3,0.00056369785794814,104.25200058393,0.0596304533522741,"text838","text838","Program","Brazil"
"text846",3,0.000397456279809221,48.5205523928538,0.0257837781354561,"text846","text846","Program","Brazil"
"text849",3,0.000553097345132743,137.422501107462,0.0479485302760733,"text849","text849","Program","Brazil"
"text860",3,0.000537056928034372,59.8474553430328,0.0473419277091035,"text860","text860","Program","Brazil"
"text866",3,0.000548245614035088,73.8332560007699,0.0552574489045332,"text866","text866","Program","Brazil"
"text870",3,0.000531914893617021,50.743964270315,0.0471522790899464,"text870","text870","Program","Brazil"
"text875",3,0.000555555555555556,87.951965046848,0.0517149321568444,"text875","text875","Program","Brazil"
"text893",3,0.000546448087431694,69.616477110713,0.0495863273611478,"text893","text893","Program","Brazil"
"text907",3,0.000555555555555556,87.951965046848,0.0517149321568444,"text907","text907","Program","Brazil"
"text908",3,0.000555555555555556,87.951965046848,0.0517149321568444,"text908","text908","Program","Brazil"
"text913",3,0.000547045951859956,124.387761960335,0.046381039253038,"text913","text913","Program","Brazil"
"text1100",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text1","text1","Program","Brazil"
"text5100",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text5","text5","Program","Brazil"
"text6100",2,0.000414250207125104,16.0396965311089,0.0307766452790696,"text6","text6","Program","Brazil"
"text1010",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text10","text10","Program","Brazil"
"text1510",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text15","text15","Program","Brazil"
"text1810",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text18","text18","Program","Brazil"
"text2110",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text21","text21","Program","Brazil"
"text3210",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text32","text32","Program","Brazil"
"text3310",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text33","text33","Program","Brazil"
"text3610",2,0.000515995872033024,18.8814020290582,0.035353215386635,"text36","text36","Program","Brazil"
"text4110",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text41","text41","Program","Brazil"
"text4610",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text46","text46","Program","Brazil"
"text5310",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text53","text53","Program","Brazil"
"text5510",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text55","text55","Program","Brazil"
"text5610",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text56","text56","Program","Brazil"
"text5710",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text57","text57","Program","Brazil"
"text6110",2,0.000394632991318074,10.6773947806831,0.0264036408313286,"text61","text61","Program","Brazil"
"text6410",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text64","text64","Program","Brazil"
"text7310",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text73","text73","Program","Brazil"
"text7510",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text75","text75","Program","Brazil"
"text7810",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text78","text78","Program","Brazil"
"text8210",2,0.000404203718674212,16.0252414239515,0.0279711318543639,"text82","text82","Program","Brazil"
"text8510",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text85","text85","Program","Brazil"
"text8610",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text86","text86","Program","Brazil"
"text8710",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text87","text87","Program","Brazil"
"text8810",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text88","text88","Program","Brazil"
"text8910",2,0.000386996904024768,11.0158516805804,0.0228611240836398,"text89","text89","Program","Brazil"
"text9110",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text91","text91","Program","Brazil"
"text951",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text95","text95","Program","Brazil"
"text971",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text97","text97","Program","Brazil"
"text991",2,0.000515995872033024,18.8814020290582,0.035353215386635,"text99","text99","Program","Brazil"
"text1001",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text100","text100","Program","Brazil"
"text1011",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text101","text101","Program","Brazil"
"text1181",2,0.000512295081967213,12.1634349645834,0.0322815070331505,"text118","text118","Program","Brazil"
"text1211",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text121","text121","Program","Brazil"
"text1311",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text131","text131","Program","Brazil"
"text1381",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text138","text138","Program","Brazil"
"text1431",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text143","text143","Program","Brazil"
"text1451",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text145","text145","Program","Brazil"
"text1461",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text146","text146","Program","Brazil"
"text1511",2,0.000387596899224806,11.6651567603011,0.0223000103109785,"text151","text151","Program","Brazil"
"text1521",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text152","text152","Program","Brazil"
"text1531",2,0.000414250207125104,16.0396965311089,0.0307766452790696,"text153","text153","Program","Brazil"
"text1541",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text154","text154","Program","Brazil"
"text1551",2,0.000512295081967213,12.1634349645834,0.0322815070331505,"text155","text155","Program","Brazil"
"text1581",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text158","text158","Program","Brazil"
"text1591",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text159","text159","Program","Brazil"
"text1631",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text163","text163","Program","Brazil"
"text1651",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text165","text165","Program","Brazil"
"text1711",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text171","text171","Program","Brazil"
"text1721",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text172","text172","Program","Brazil"
"text1741",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text174","text174","Program","Brazil"
"text1751",2,0.000387596899224806,11.6651567603011,0.0223000103109785,"text175","text175","Program","Brazil"
"text1771",2,0.000363108206245461,7.96778480949872,0.0184881196358989,"text177","text177","Program","Brazil"
"text1821",2,0.000376222723852521,6.01022427209609,0.0195997671109983,"text182","text182","Program","Brazil"
"text1851",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text185","text185","Program","Brazil"
"text1931",2,0.000338983050847458,4.63726935247931,0.0126273494733564,"text193","text193","Program","Brazil"
"text1991",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text199","text199","Program","Brazil"
"text2011",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text201","text201","Program","Brazil"
"text2081",2,0.000379362670713202,27.2235321487111,0.0190947222028687,"text208","text208","Program","Brazil"
"text2221",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text222","text222","Program","Brazil"
"text2281",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text228","text228","Program","Brazil"
"text2361",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text236","text236","Program","Brazil"
"text2381",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text238","text238","Program","Brazil"
"text2441",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text244","text244","Program","Brazil"
"text2471",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text247","text247","Program","Brazil"
"text2531",2,0.000512295081967213,12.1634349645834,0.0322815070331505,"text253","text253","Program","Brazil"
"text2551",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text255","text255","Program","Brazil"
"text2581",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text258","text258","Program","Brazil"
"text2591",2,0.000340367597004765,5.15451627121386,0.0128169980925135,"text259","text259","Program","Brazil"
"text2601",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text260","text260","Program","Brazil"
"text2621",2,0.000386996904024768,11.0158516805804,0.0228611240836398,"text262","text262","Program","Brazil"
"text2651",2,0.000386996904024768,11.0158516805804,0.0228611240836398,"text265","text265","Program","Brazil"
"text2671",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text267","text267","Program","Brazil"
"text2691",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text269","text269","Program","Brazil"
"text2701",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text270","text270","Program","Brazil"
"text2741",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text274","text274","Program","Brazil"
"text2751",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text275","text275","Program","Brazil"
"text2761",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text276","text276","Program","Brazil"
"text2831",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text283","text283","Program","Brazil"
"text2851",2,0.000340367597004765,5.15451627121386,0.0128169980925135,"text285","text285","Program","Brazil"
"text2891",2,0.000512295081967213,12.1634349645834,0.0322815070331504,"text289","text289","Program","Brazil"
"text2901",2,0.000515995872033024,18.8814020290582,0.035353215386635,"text290","text290","Program","Brazil"
"text2911",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text291","text291","Program","Brazil"
"text2921",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text292","text292","Program","Brazil"
"text2981",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text298","text298","Program","Brazil"
"text3041",2,0.000386996904024768,11.0158516805804,0.0228611240836398,"text304","text304","Program","Brazil"
"text3051",2,0.000386996904024768,11.0158516805804,0.0228611240836398,"text305","text305","Program","Brazil"
"text3081",2,0.000394632991318074,10.6773947806831,0.0264036408313286,"text308","text308","Program","Brazil"
"text3151",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text315","text315","Program","Brazil"
"text3211",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text321","text321","Program","Brazil"
"text3221",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text322","text322","Program","Brazil"
"text3241",2,0.000512295081967213,12.1634349645834,0.0322815070331504,"text324","text324","Program","Brazil"
"text3251",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text325","text325","Program","Brazil"
"text3351",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text335","text335","Program","Brazil"
"text3361",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text336","text336","Program","Brazil"
"text3391",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text339","text339","Program","Brazil"
"text3481",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text348","text348","Program","Brazil"
"text3521",2,0.000404203718674212,16.0252414239515,0.0279711318543639,"text352","text352","Program","Brazil"
"text3531",2,0.000508646998982706,22.1961018416604,0.0298958354351691,"text353","text353","Program","Brazil"
"text3541",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text354","text354","Program","Brazil"
"text3551",2,0.000508646998982706,22.1961018416604,0.0298958354351691,"text355","text355","Program","Brazil"
"text3571",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text357","text357","Program","Brazil"
"text3611",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text361","text361","Program","Brazil"
"text3621",2,0.000387596899224806,11.6651567603011,0.0223000103109785,"text362","text362","Program","Brazil"
"text3681",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text368","text368","Program","Brazil"
"text3721",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text372","text372","Program","Brazil"
"text3731",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text373","text373","Program","Brazil"
"text3741",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text374","text374","Program","Brazil"
"text3751",2,0.000376222723852521,6.01022427209609,0.0195997671109983,"text375","text375","Program","Brazil"
"text3771",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text377","text377","Program","Brazil"
"text3781",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text378","text378","Program","Brazil"
"text3791",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text379","text379","Program","Brazil"
"text3801",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text380","text380","Program","Brazil"
"text3851",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text385","text385","Program","Brazil"
"text3861",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text386","text386","Program","Brazil"
"text3981",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text398","text398","Program","Brazil"
"text4011",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text401","text401","Program","Brazil"
"text4021",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text402","text402","Program","Brazil"
"text4611",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text461","text461","Program","Brazil"
"text4671",2,0.000379362670713202,27.2235321487111,0.0190947222028687,"text467","text467","Program","Brazil"
"text4681",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text468","text468","Program","Brazil"
"text4691",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text469","text469","Program","Brazil"
"text4731",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text473","text473","Program","Brazil"
"text4811",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text481","text481","Program","Brazil"
"text4871",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text487","text487","Program","Brazil"
"text4891",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text489","text489","Program","Brazil"
"text4911",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text491","text491","Program","Brazil"
"text4981",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text498","text498","Program","Brazil"
"text5031",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text503","text503","Program","Brazil"
"text5041",2,0.000517063081695967,21.7793685893249,0.0349817502331306,"text504","text504","Program","Brazil"
"text5091",2,0.000512295081967213,12.1634349645834,0.0322815070331505,"text509","text509","Program","Brazil"
"text5101",2,0.000517063081695967,21.7793685893249,0.0349817502331307,"text510","text510","Program","Brazil"
"text5141",2,0.000512295081967213,12.1634349645834,0.0322815070331505,"text514","text514","Program","Brazil"
"text516",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text516","text516","Program","Brazil"
"text518",2,0.000330250990752972,10.2811685635625,0.00961170998440372,"text518","text518","Program","Brazil"
"text524",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text524","text524","Program","Brazil"
"text525",2,0.000521376433785193,25.2436934093961,0.035542864005792,"text525","text525","Program","Brazil"
"text526",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text526","text526","Program","Brazil"
"text539",2,0.000394632991318074,10.6773947806831,0.0264036408313286,"text539","text539","Program","Brazil"
"text541",2,0.000394632991318074,10.6773947806831,0.0264036408313286,"text541","text541","Program","Brazil"
"text547",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text547","text547","Program","Brazil"
"text551",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text551","text551","Program","Brazil"
"text552",2,0.000394632991318074,10.6773947806831,0.0264036408313286,"text552","text552","Program","Brazil"
"text554",2,0.000387596899224806,11.6651567603011,0.0223000103109785,"text554","text554","Program","Brazil"
"text555",2,0.000512295081967213,12.1634349645834,0.0322815070331505,"text555","text555","Program","Brazil"
"text556",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text556","text556","Program","Brazil"
"text558",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text558","text558","Program","Brazil"
"text569",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text569","text569","Program","Brazil"
"text575",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text575","text575","Program","Brazil"
"text580",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text580","text580","Program","Brazil"
"text581",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text581","text581","Program","Brazil"
"text583",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text583","text583","Program","Brazil"
"text584",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text584","text584","Program","Brazil"
"text585",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text585","text585","Program","Brazil"
"text587",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text587","text587","Program","Brazil"
"text592",2,0.000515995872033024,18.8814020290582,0.0353532153866349,"text592","text592","Program","Brazil"
"text596",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text596","text596","Program","Brazil"
"text597",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text597","text597","Program","Brazil"
"text599",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text599","text599","Program","Brazil"
"text605",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text605","text605","Program","Brazil"
"text606",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text606","text606","Program","Brazil"
"text616",2,0.000414250207125104,16.0396965311089,0.0307766452790696,"text616","text616","Program","Brazil"
"text617",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text617","text617","Program","Brazil"
"text619",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text619","text619","Program","Brazil"
"text620",2,0.000414250207125104,16.0396965311089,0.0307766452790696,"text620","text620","Program","Brazil"
"text625",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text625","text625","Program","Brazil"
"text629",2,0.000414250207125104,16.0396965311089,0.0307766452790695,"text629","text629","Program","Brazil"
"text637",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text637","text637","Program","Brazil"
"text638",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text638","text638","Program","Brazil"
"text640",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text640","text640","Program","Brazil"
"text642",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text642","text642","Program","Brazil"
"text643",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text643","text643","Program","Brazil"
"text644",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text644","text644","Program","Brazil"
"text645",2,0.000548245614035088,51.6924199568721,0.045025876224257,"text645","text645","Program","Brazil"
"text648",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text648","text648","Program","Brazil"
"text651",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text651","text651","Program","Brazil"
"text652",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text652","text652","Program","Brazil"
"text654",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text654","text654","Program","Brazil"
"text655",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text655","text655","Program","Brazil"
"text656",2,0.000526870389884088,26.6359771241379,0.0406528717765161,"text656","text656","Program","Brazil"
"text663",2,0.000515463917525773,58.5065490018796,0.0317764621250209,"text663","text663","Program","Brazil"
"text670",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text670","text670","Program","Brazil"
"text671",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text671","text671","Program","Brazil"
"text673",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text673","text673","Program","Brazil"
"text674",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text674","text674","Program","Brazil"
"text676",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text676","text676","Program","Brazil"
"text677",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text677","text677","Program","Brazil"
"text678",2,0.000539374325782093,36.5198840959488,0.0434583852012217,"text678","text678","Program","Brazil"
